"","Phase","adj_loc","sample_date","influent_composition","broad_location","location_code_orig","batch_end_or_start","batch_sample_date","temp_C","total_Cl2_mg.L","free_Cl2_mg.L"
"345","Phase 1","transition loops (Phase 1)",2017-12-11,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-14,18.8,1.57,NA
"346","Phase 1","transition loops (Phase 1)",2017-12-18,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-21,17,1.57,NA
"347","Phase 1","transition loops (Phase 1)",2017-12-18,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-21,17.8,1.59,NA
"348","Phase 2","conventional control loop",2018-03-05,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-08,18.2,1.6,NA
"349","Phase 1","transition loops (Phase 1)",2017-12-21,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-26,14.8,1.61,NA
"350","Phase 1","transition loops (Phase 1)",2017-11-20,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-11-27,20,1.63,NA
"353","Phase 1","conventional control loop",2017-12-18,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-21,18,1.68,NA
"354","Phase 1","transition loops (Phase 1)",2018-01-01,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-05,16.4,1.69,NA
"355","Phase 1","advanced blend loops",2017-12-26,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-29,14.3,1.7,NA
"357","Phase 1","transition loops (Phase 1)",2018-01-01,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-05,16.5,1.73,NA
"358","Phase 2","conventional control loop",2018-03-22,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-26,18.5,1.73,NA
"359","Phase 1","transition loops (Phase 1)",2017-12-29,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2018-01-01,20.2,1.73,NA
"360","Phase 2","conventional control loop",2018-01-12,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-15,17.7,1.75,NA
"362","Phase 1","conventional control loop",2017-11-20,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-11-27,19.8,1.76,NA
"363","Phase 1","advanced blend loops",2017-12-26,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-29,14.5,1.76,NA
"364","Phase 1","transition loops (Phase 1)",2017-12-29,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2018-01-01,18.9,1.8,NA
"365","Phase 2","conventional control loop",2018-01-08,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-12,17.8,1.8,NA
"366","Phase 2","conventional control loop",2018-02-23,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-27,11.9,1.83,NA
"367","Phase 1","transition loops (Phase 1)",2017-12-26,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-29,15.5,1.84,NA
"368","Phase 2","conventional control loop",2018-02-15,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-19,17.9,1.86,NA
"369","Phase 1","transition loops (Phase 1)",2017-11-13,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-11-20,21.8,1.87,NA
"370","Phase 1","conventional control loop",2018-01-01,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-05,16.4,1.88,NA
"372","Phase 2","conventional control loop",2018-01-05,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-08,17.8,1.92,NA
"373","Phase 1","conventional control loop",2017-11-13,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-11-20,20.1,1.93,NA
"374","Phase 2","conventional control loop",2018-02-05,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-09,17.2,1.95,NA
"375","Phase 2","conventional control loop",2018-03-15,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-19,15,1.95,NA
"376","Phase 2","conventional control loop",2018-02-12,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-15,15.1,1.96,NA
"377","Phase 1","transition loops (Phase 1)",2017-10-30,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-11-02,NA,1.97,NA
"378","Phase 1","conventional control loop",2017-10-30,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-11-02,NA,1.97,NA
"379","Phase 1","conventional control loop",2017-12-29,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-01,18.5,1.97,NA
"380","Phase 1","transition loops (Phase 1)",2017-10-30,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-11-02,NA,1.97,NA
"381","Phase 1","advanced blend loops",2017-12-14,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-12-18,19.2,1.98,NA
"382","Phase 2","conventional control loop",2018-02-01,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-05,18.2,1.99,NA
"383","Phase 1","conventional control loop",2017-11-06,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-11-13,20.4,2.02,NA
"384","Phase 2","conventional control loop",2018-02-27,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-01,13.4,2.02,NA
"385","Phase 1","transition loops (Phase 1)",2017-11-06,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-11-13,20.9,2.02,NA
"386","Phase 1","transition loops (Phase 1)",2017-11-13,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-11-20,20.2,2.03,NA
"387","Phase 2","conventional control loop",2018-02-09,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-12,14.4,2.04,NA
"388","Phase 1","transition loops (Phase 1)",2017-12-14,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-18,18.6,2.05,NA
"389","Phase 1","advanced blend loops",2017-12-14,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-12-18,19.1,2.05,NA
"390","Phase 2","conventional control loop",2018-01-29,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-02-01,17.9,2.05,NA
"391","Phase 1","conventional control loop",2017-12-14,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-18,18.4,2.07,NA
"392","Phase 2","conventional control loop",2018-01-25,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-01-29,14.3,2.1,NA
"393","Phase 2","conventional control loop",2018-03-19,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-22,16.3,2.12,NA
"394","Phase 1","transition loops (Phase 1)",2017-12-14,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-12-18,19.3,2.12,NA
"395","Phase 2","conventional control loop",2018-03-01,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2018-03-05,14.1,2.13,NA
"396","Phase 1","advanced blend loops",2017-11-06,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-11-13,20.3,2.15,NA
"397","Phase 1","advanced blend loops",2017-11-06,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-11-13,20.4,2.16,NA
"398","Phase 1","conventional control loop",2017-12-26,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-12-29,15.3,2.16,NA
"399","Phase 1","transition loops (Phase 1)",2017-12-26,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-12-29,15.4,2.19,NA
"400","Phase 1","transition loops (Phase 1)",2017-11-06,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-11-13,20.9,2.24,NA
"401","Phase 1","conventional feedwater",2017-11-20,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-11-27,NA,2.3,NA
"402","Phase 1","advanced feedwater",2017-10-23,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-10-26,NA,NA,NA
"403","Phase 1","transition loops (Phase 1)",2017-10-23,"100% conventional","Pipe_Loop","Loop_2","Batch_Start",2017-10-26,NA,NA,NA
"404","Phase 1","advanced blend loops",2017-10-23,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_Start",2017-10-26,NA,NA,NA
"405","Phase 1","advanced blend loops",2017-10-23,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_Start",2017-10-26,NA,NA,NA
"406","Phase 1","conventional control loop",2017-10-23,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-10-26,NA,NA,NA
"407","Phase 1","conventional feedwater",2017-10-23,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-10-26,NA,NA,NA
"408","Phase 1","advanced feedwater",2017-10-26,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-10-30,NA,NA,NA
"409","Phase 1","advanced feedwater",2017-10-30,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-11-02,NA,NA,NA
"410","Phase 1","advanced feedwater",2017-11-02,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-11-06,NA,NA,NA
"411","Phase 1","conventional control loop",2017-11-02,"100% conventional","Pipe_Loop","Loop_5","Batch_Start",2017-11-06,19.6,NA,NA
"412","Phase 1","advanced feedwater",2017-11-06,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-11-13,NA,NA,NA
"413","Phase 1","advanced feedwater",2017-11-13,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-11-20,NA,NA,NA
"414","Phase 1","advanced feedwater",2017-11-20,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-11-27,NA,NA,NA
"415","Phase 1","advanced feedwater",2017-11-27,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-11-30,NA,NA,NA
"416","Phase 1","conventional feedwater",2017-11-27,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-11-30,NA,NA,NA
"417","Phase 1","advanced feedwater",2017-11-30,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-04,NA,NA,NA
"418","Phase 1","advanced feedwater",2017-12-04,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-07,NA,NA,NA
"419","Phase 1","conventional feedwater",2017-12-04,"100% conventional","DWDS_F","conventional_feed","Batch_Start",2017-12-07,NA,NA,NA
"420","Phase 1","advanced feedwater",2017-12-07,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-11,NA,NA,NA
"421","Phase 1","advanced feedwater",2017-12-11,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-14,NA,NA,NA
"422","Phase 1","advanced feedwater",2017-12-14,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-18,NA,NA,NA
"423","Phase 1","advanced feedwater",2017-12-18,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-21,NA,NA,NA
"424","Phase 1","advanced feedwater",2017-12-21,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-26,NA,NA,NA
"425","Phase 1","advanced feedwater",2017-12-26,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2017-12-29,NA,NA,NA
"426","Phase 1","advanced feedwater",2017-12-29,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-01,NA,NA,NA
"427","Phase 1","advanced feedwater",2018-01-01,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-05,NA,NA,NA
"428","Phase 2","advanced feedwater",2018-01-05,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-08,NA,NA,NA
"430","Phase 1","transition loops (Phase 1)",2017-10-23,"100% conventional","Pipe_Loop","Loop_1","Batch_Start",2017-10-26,NA,NA,NA
"431","Phase 2","advanced feedwater",2018-01-15,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-18,17.6,1.7,NA
"432","Phase 2","advanced feedwater",2018-01-08,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-12,23.1,NA,NA
"433","Phase 2","advanced feedwater",2018-01-12,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-15,19.2,NA,NA
"434","Phase 2","advanced feedwater",2018-01-18,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-22,21.1,NA,NA
"435","Phase 2","advanced feedwater",2018-01-22,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-25,15.9,NA,NA
"436","Phase 2","advanced feedwater",2018-01-25,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-01-29,17.2,NA,NA
"437","Phase 2","advanced feedwater",2018-01-29,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-01,18,NA,NA
"438","Phase 2","advanced feedwater",2018-02-01,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-05,21,NA,NA
"439","Phase 2","advanced feedwater",2018-02-05,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-09,19.4,NA,NA
"440","Phase 2","advanced feedwater",2018-02-09,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-12,17.9,NA,NA
"441","Phase 2","advanced feedwater",2018-02-12,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-15,17.7,NA,NA
"442","Phase 2","advanced feedwater",2018-02-15,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-19,18,NA,NA
"443","Phase 2","advanced feedwater",2018-02-19,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-23,15.4,NA,NA
"444","Phase 2","advanced feedwater",2018-02-23,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-02-27,13.3,NA,NA
"445","Phase 2","advanced feedwater",2018-02-27,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-01,12.4,NA,NA
"446","Phase 2","advanced feedwater",2018-03-01,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-05,12.7,NA,NA
"447","Phase 2","advanced feedwater",2018-03-05,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-08,17.7,NA,NA
"448","Phase 2","advanced feedwater",2018-03-08,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-12,18,NA,NA
"449","Phase 2","advanced feedwater",2018-03-12,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-15,18.7,NA,NA
"450","Phase 2","advanced feedwater",2018-03-15,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-19,16.5,NA,NA
"451","Phase 2","advanced feedwater",2018-03-19,"100% advanced","Pipe_Loop","advanced_feed","Batch_Start",2018-03-22,15.6,NA,NA
"479","Phase 1","transition loops (Phase 1)",2017-11-27,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-11-27,16.3,0.07,0
"480","Phase 1","advanced blend loops",2017-11-30,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-11-30,17.6,0.26,0
"481","Phase 2","transition loops (Phase 2)",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-19,11.1,0.05,0.01
"482","Phase 2","transition loops (Phase 2)",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-19,10.9,0.07,0.02
"483","Phase 2","transition loops (Phase 2)",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-15,14.1,0.14,0.02
"484","Phase 2","advanced blend loops",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-15,14.3,0.16,0.02
"485","Phase 1","transition loops (Phase 1)",2017-10-26,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-10-26,28,0.3,0.02
"486","Phase 1","advanced blend loops",2017-10-26,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-10-26,28.1,0.47,0.02
"487","Phase 1","advanced blend loops",2017-10-26,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-10-26,28.4,0.73,0.02
"488","Phase 2","conventional control loop",2018-03-15,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-15,14.4,1.04,0.02
"489","Phase 2","advanced blend loops",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-19,10.9,0.05,0.03
"490","Phase 2","transition loops (Phase 2)",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-15,14.3,0.22,0.03
"491","Phase 1","conventional control loop",2017-11-02,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-11-02,18.6,0.47,0.03
"492","Phase 1","transition loops (Phase 1)",2017-11-02,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-11-02,18.5,0.53,0.03
"493","Phase 2","advanced blend loops",2018-03-19,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-19,11,0.08,0.04
"494","Phase 2","advanced blend loops",2018-03-15,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-15,14.3,0.19,0.04
"495","Phase 1","advanced blend loops",2017-11-02,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-11-02,18.6,0.9,0.04
"496","Phase 1","advanced blend loops",2017-11-02,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-11-02,18.5,1.04,0.04
"497","Phase 2","conventional control loop",2018-03-19,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2018-03-19,10.4,0.83,0.05
"508","Phase 1","transition loops (Phase 1)",2017-12-11,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-11,20.3,0.01,NA
"513","Phase 1","transition loops (Phase 1)",2017-11-27,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-11-27,16.6,0.02,NA
"514","Phase 1","transition loops (Phase 1)",2017-12-11,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-11,19.2,0.02,NA
"515","Phase 1","transition loops (Phase 1)",2017-12-18,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-18,17,0.02,NA
"516","Phase 2","transition loops (Phase 2)",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-05,15.7,0.02,NA
"517","Phase 2","transition loops (Phase 2)",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-09,14.3,0.02,NA
"527","Phase 2","transition loops (Phase 2)",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-09,14,0.02,NA
"536","Phase 1","transition loops (Phase 1)",2017-11-30,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-11-30,17.6,0.03,NA
"537","Phase 1","transition loops (Phase 1)",2017-12-04,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-04,15.8,0.03,NA
"538","Phase 1","transition loops (Phase 1)",2017-12-07,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-07,18.3,0.03,NA
"539","Phase 1","transition loops (Phase 1)",2017-12-14,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-14,17.5,0.03,NA
"540","Phase 1","transition loops (Phase 1)",2017-12-26,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-26,13.8,0.03,NA
"549","Phase 1","conventional control loop",2017-12-04,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-04,16.6,0.03,NA
"550","Phase 1","conventional control loop",2017-12-11,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-11,19,0.03,NA
"551","Phase 2","advanced blend loops",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-12,17.9,0.03,NA
"552","Phase 2","advanced blend loops",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-03-22,18.8,0.03,NA
"553","Phase 2","advanced blend loops",2018-03-26,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-26,11,0.03,NA
"566","Phase 2","transition loops (Phase 2)",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-12,15.4,0.04,NA
"567","Phase 2","transition loops (Phase 2)",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-05,14.5,0.04,NA
"568","Phase 2","transition loops (Phase 2)",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-08,16.2,0.04,NA
"569","Phase 2","transition loops (Phase 2)",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-22,14.8,0.04,NA
"573","Phase 1","transition loops (Phase 1)",2017-11-30,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-11-30,17.8,0.04,NA
"574","Phase 1","transition loops (Phase 1)",2017-12-04,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-12-04,16.8,0.04,NA
"575","Phase 2","advanced blend loops",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-22,18.6,0.04,NA
"580","Phase 2","transition loops (Phase 2)",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-23,11.6,0.05,NA
"581","Phase 2","transition loops (Phase 2)",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-27,11.9,0.05,NA
"582","Phase 1","conventional control loop",2017-11-30,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-11-30,17.5,0.05,NA
"583","Phase 2","transition loops (Phase 2)",2018-03-22,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-22,18.8,0.05,NA
"594","Phase 1","transition loops (Phase 1)",2017-11-20,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-11-20,19.1,0.06,NA
"595","Phase 1","transition loops (Phase 1)",2018-01-05,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-05,18.1,0.06,NA
"596","Phase 2","transition loops (Phase 2)",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-12,18.2,0.06,NA
"597","Phase 1","transition loops (Phase 1)",2017-11-20,"100% conventional","Pipe_Loop","Loop_2","Batch_End",2017-11-20,19.2,0.06,NA
"598","Phase 2","advanced blend loops",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-09,13.7,0.06,NA
"600","Phase 1","transition loops (Phase 1)",2017-12-21,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-21,9.8,0.07,NA
"602","Phase 2","transition loops (Phase 2)",2018-03-12,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-12,18,0.07,NA
"603","Phase 2","transition loops (Phase 2)",2018-03-26,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-26,10.7,0.07,NA
"606","Phase 2","transition loops (Phase 2)",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-02-15,13.7,0.08,NA
"607","Phase 1","advanced blend loops",2017-11-20,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2017-11-20,19.1,0.08,NA
"608","Phase 1","conventional control loop",2017-11-27,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-11-27,16.4,0.08,NA
"609","Phase 1","conventional control loop",2017-12-07,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-12-07,18.5,0.08,NA
"610","Phase 2","advanced blend loops",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-05,15.6,0.08,NA
"611","Phase 2","advanced blend loops",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-23,11.8,0.08,NA
"616","Phase 1","transition loops (Phase 1)",2017-11-13,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-11-13,16.3,0.09,NA
"617","Phase 1","transition loops (Phase 1)",2017-12-29,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2017-12-29,18.7,0.09,NA
"618","Phase 2","transition loops (Phase 2)",2018-01-12,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-12,16,0.09,NA
"620","Phase 2","advanced blend loops",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-27,11.3,0.09,NA
"621","Phase 2","advanced blend loops",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-03-05,12,0.09,NA
"622","Phase 2","transition loops (Phase 2)",2018-03-08,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-08,15.5,0.09,NA
"624","Phase 2","transition loops (Phase 2)",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-29,18.9,0.1,NA
"625","Phase 1","conventional control loop",2017-11-20,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-11-20,19.2,0.1,NA
"626","Phase 1","advanced blend loops",2017-12-04,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-12-04,16.1,0.1,NA
"627","Phase 2","advanced blend loops",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-29,18.5,0.1,NA
"628","Phase 2","advanced blend loops",2018-02-09,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-09,13.9,0.1,NA
"629","Phase 2","advanced blend loops",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-12,15.5,0.1,NA
"632","Phase 1","transition loops (Phase 1)",2018-01-01,"100% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-01,12.3,0.11,NA
"634","Phase 2","transition loops (Phase 2)",2018-01-22,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-01-22,10.5,0.12,NA
"635","Phase 1","advanced blend loops",2017-11-20,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2017-11-20,19.2,0.12,NA
"636","Phase 2","advanced blend loops",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-05,15.6,0.12,NA
"637","Phase 2","advanced blend loops",2018-02-15,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-15,13.6,0.12,NA
"638","Phase 2","transition loops (Phase 2)",2018-03-05,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-03-05,14.5,0.12,NA
"639","Phase 1","conventional control loop",2017-11-13,"100% conventional","Pipe_Loop","Loop_5","Batch_End",2017-11-13,15.7,0.13,NA
"640","Phase 2","advanced blend loops",2018-01-25,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-01-25,11.6,0.13,NA
"641","Phase 2","advanced blend loops",2018-01-29,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-01-29,18.6,0.13,NA
"642","Phase 2","advanced blend loops",2018-02-01,"90% advanced
10% conventional","Pipe_Loop","Loop_3","Batch_End",2018-02-01,16.1,0.13,NA
"643","Phase 2","transition loops (Phase 2)",2018-02-05,"90% advanced
10% conventional","Pipe_Loop","Loop_2","Batch_End",2018-02-05,15.7,0.13,NA
"644","Phase 2","advanced blend loops",2018-02-12,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-12,15.5,0.13,NA
"645","Phase 2","advanced blend loops",2018-02-23,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-23,11.2,0.13,NA
"646","Phase 2","advanced blend loops",2018-02-27,"90% advanced
10% conventional","Pipe_Loop","Loop_4","Batch_End",2018-02-27,11.11,0.13,NA
"649","Phase 2","transition loops (Phase 2)",2018-03-26,"90% advanced
10% conventional","Pipe_Loop","Loop_1","Batch_End",2018-03-26,11.1,0.14,NA
