,Phase,adj_loc,sample_date,influent_composition,sample_type,location_code_orig,broad_location,batch_end_or_start,ICC_to_TCC,avg_cells_per_mL_gmean,avg_cells_per_mL_gstd,assay
301,Phase 2,advanced blend loops,2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.018521182,118434.343,1.02690165,TCC
307,Phase 2,advanced blend loops,2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.050639762,124110.012,1.01403929,TCC
311,Phase 2,transition loops (Phase 2),2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.015909176,126754.058,1.02189434,TCC
603,Phase 2,transition loops (Phase 2),2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.015909176,2016.55261,1.25974544,ICC
610,Phase 2,conventional control loop,2/26/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.153025525,2146.82947,1.36383264,ICC
615,Phase 2,advanced blend loops,2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.018521182,2193.544,1,ICC
620,Phase 2,transition loops (Phase 2),2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.024632434,2272.10454,1.10413091,ICC
769,NA,"full-scale
distribution system
",3/28/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.162789744,13733.6876,1.04323796,ICC
716,Phase 2,advanced blend loops,2/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.050639762,6284.90145,3.75841005,ICC
772,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_16,DWDS_F,NA,0.834209216,14364.2112,1.01691483,ICC
113,Phase 2,conventional feedwater,3/1/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.276819173,12147.8882,1.08073545,TCC
775,NA,"full-scale
distribution system
",3/1/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.755064401,15342.0896,1.01983493,ICC
778,NA,"full-scale
distribution system
",2/9/18,not applicable,bulkwater_grab,site_16,DWDS_F,NA,0.468656174,16469.3871,1.02622961,ICC
448,Phase 2,advanced feedwater,3/1/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.896445903,683431.464,1.00595343,TCC
658,Phase 2,conventional feedwater,3/1/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.276819173,3362.76836,1.25546698,ICC
941,Phase 2,advanced feedwater,3/1/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.896445903,612659.336,1.01170369,ICC
19,Phase 2,conventional feedwater,3/5/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,NA,NA,1.47200713,TCC
82,Phase 2,conventional control loop,3/5/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.277582693,5980.58507,1.15607547,TCC
134,Phase 2,transition loops (Phase 2),3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.276634664,17120.1811,1.18812653,TCC
789,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_19,DWDS_F,NA,0.652315372,20768.2116,1.01116122,ICC
145,Phase 2,transition loops (Phase 2),3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.254793325,19066.8603,1.45531692,TCC
791,NA,"full-scale
distribution system
",4/26/18,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.767435335,21399.4562,1.05418279,ICC
792,NA,"full-scale
distribution system
",3/1/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.880199437,21424.4761,1.02838785,ICC
156,Phase 2,advanced blend loops,3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.261483657,22024.3272,1.21776117,TCC
168,Phase 2,advanced blend loops,3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.260012667,25937.0795,1.19107729,TCC
451,Phase 2,advanced feedwater,3/5/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.889757019,734746.67,1.02889093,TCC
549,Phase 2,conventional feedwater,3/5/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,NA,NA,1.26376504,ICC
590,Phase 2,conventional control loop,3/5/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.277582693,1660.10691,1.11413129,ICC
688,Phase 2,transition loops (Phase 2),3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.276634664,4736.03555,1.1070424,ICC
689,Phase 2,transition loops (Phase 2),3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.254793325,4858.10874,1.09386568,ICC
805,NA,"full-scale
distribution system
",2/9/18,not applicable,bulkwater_grab,site_7,DWDS_F,NA,0.332592922,31952.1376,1.02142502,ICC
707,Phase 2,advanced blend loops,3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.261483657,5759.00161,1.09380315,ICC
809,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_14,DWDS_F,NA,0.762600697,36057.5019,1.0391668,ICC
811,NA,"full-scale
distribution system
",4/26/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.773039224,39766.0848,1.05676651,ICC
812,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_17,DWDS_F,NA,0.800436956,39856.0943,1.03389311,ICC
813,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_13,DWDS_F,NA,0.489422521,40336.3015,1.02448497,ICC
721,Phase 2,advanced blend loops,3/5/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.260012667,6743.96921,1.06411255,ICC
944,Phase 2,advanced feedwater,3/5/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.889757019,653746.007,1.0330949,ICC
819,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.862781359,47473.5009,1.02587166,ICC
67,Phase 2,conventional feedwater,3/12/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.459581506,4467.59755,1.11000626,TCC
823,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_24,DWDS_F,NA,0.756979168,52473.9825,1.02428404,ICC
71,Phase 2,conventional control loop,3/12/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.572024592,4963.72803,1.2014337,TCC
825,NA,"full-scale
distribution system
",3/27/18,not applicable,bulkwater_grab,site_7,DWDS_F,NA,0.710498278,53769.0145,1.03011903,ICC
138,Phase 2,advanced blend loops,3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.539250694,17491.881,1.13280037,TCC
829,NA,"full-scale
distribution system
",3/22/18,not applicable,bulkwater_grab,site_15,DWDS_F,NA,0.807469213,59306.899,1.01570283,ICC
157,Phase 2,transition loops (Phase 2),3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.419041658,22228.4321,1.18563968,TCC
834,NA,"full-scale
distribution system
",8/22/17,not applicable,bulkwater_grab,site_7,DWDS_F,NA,0.460571323,64474.9378,1.06144713,ICC
172,Phase 2,advanced blend loops,3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.394487221,27193.7336,1.04986019,TCC
195,Phase 2,transition loops (Phase 2),3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.574057437,34458.2617,1.05800672,TCC
445,Phase 2,advanced feedwater,3/12/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.828758258,611179.287,1.00335435,TCC
605,Phase 2,conventional feedwater,3/12/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.459581506,2053.22521,1.31587836,ICC
642,Phase 2,conventional control loop,3/12/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.572024592,2839.3745,1.26404124,ICC
750,Phase 2,transition loops (Phase 2),3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.419041658,9314.63905,1.08012738,ICC
752,Phase 2,advanced blend loops,3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.539250694,9432.50896,1.10233051,ICC
757,Phase 2,advanced blend loops,3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.394487221,10727.5804,1.0657613,ICC
856,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_23,DWDS_F,NA,0.828059689,104997.027,1.03362733,ICC
786,Phase 2,transition loops (Phase 2),3/12/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.574057437,19781.0214,1.02460648,ICC
860,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_5,DWDS_F,NA,0.806537653,109414.26,1.0082768,ICC
862,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_21,DWDS_F,NA,0.83013825,110996.986,1.01765877,ICC
937,Phase 2,advanced feedwater,3/12/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.828758258,506519.881,1.05379972,ICC
1,Phase 2,transition loops (Phase 2),3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,NA,NA,2.22638106,TCC
8,Phase 2,transition loops (Phase 2),3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,NA,NA,1.49210625,TCC
149,Phase 2,conventional control loop,3/19/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.17431593,20299.6728,1.95176748,TCC
872,NA,"full-scale
distribution system
",8/23/17,not applicable,bulkwater_grab,site_22,DWDS_F,NA,0.917434293,133449.75,1.00708777,ICC
162,Phase 2,conventional feedwater,3/19/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.08160935,23466.1745,1.49334628,TCC
306,Phase 2,advanced blend loops,3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.137872286,124042.922,1.64895943,TCC
309,Phase 2,advanced blend loops,3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.066403466,125807.83,1.77310927,TCC
469,Phase 2,advanced feedwater,3/19/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.719302416,1115593.31,1.0524819,TCC
511,Phase 2,transition loops (Phase 2),3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,NA,NA,1.43234572,ICC
598,Phase 2,conventional feedwater,3/19/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.08160935,1915.05925,1.54441254,ICC
667,Phase 2,conventional control loop,3/19/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.17431593,3538.55635,2.37459703,ICC
726,Phase 2,transition loops (Phase 2),3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,NA,NA,1.03579131,ICC
740,Phase 2,advanced blend loops,3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.066403466,8354.07593,1.09311054,ICC
781,Phase 2,advanced blend loops,3/19/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.137872286,17102.0812,1.03136469,ICC
953,Phase 2,advanced feedwater,3/19/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.719302416,802448.963,1.02225322,ICC
34,Phase 2,conventional feedwater,3/22/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.393056314,1268.89781,1.16958014,TCC
468,Phase 2,advanced feedwater,3/22/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.864682334,1113831.38,1.09206925,TCC
523,Phase 2,conventional feedwater,3/22/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,Batch_Start,0.393056314,498.748296,1.37029686,ICC
957,Phase 2,advanced feedwater,3/22/18,100% advanced,bulkwater_grab,advanced_feed,Pipe_Loop,Batch_Start,0.864682334,963110.317,1.05358854,ICC
115,Phase 2,conventional control loop,3/26/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.267516779,12943.6048,1.07787906,TCC
188,Phase 2,transition loops (Phase 2),3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.38249064,32196.4109,1.07158395,TCC
215,Phase 2,advanced blend loops,3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.455617326,46097.0696,1.14929529,TCC
252,Phase 2,transition loops (Phase 2),3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.769265272,69585.9129,1.03468551,TCC
280,Phase 2,advanced blend loops,3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.673725983,94829.5531,1.04554043,TCC
663,Phase 2,conventional control loop,3/26/18,100% conventional,bulkwater_grab,Loop_5,Pipe_Loop,Batch_End,0.267516779,3462.63146,1.50766207,ICC
763,Phase 2,transition loops (Phase 2),3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_2,Pipe_Loop,Batch_End,0.38249064,12314.8258,1.0689756,ICC
790,Phase 2,advanced blend loops,3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_4,Pipe_Loop,Batch_End,0.455617326,21002.6236,1.09760235,ICC
824,Phase 2,transition loops (Phase 2),3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_1,Pipe_Loop,Batch_End,0.769265272,53530.0262,1.05451346,ICC
833,Phase 2,advanced blend loops,3/26/18,"90% advanced
10% conventional",bulkwater_grab,Loop_3,Pipe_Loop,Batch_End,0.673725983,63889.1339,1.09114964,ICC
60,Phase 2,conventional feedwater,4/26/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,NA,1.03189247,3314.02306,1.32975897,TCC
661,Phase 2,conventional feedwater,4/26/18,100% conventional,bulkwater_grab,conventional_feed,DWDS_F,NA,1.03189247,3419.71544,1.65069812,ICC
